label;db_id;Tweet;Original Text;Sentiment;Objetive/Subjective
-1;30;Facebook  FB to match    million in donations this Giving Tuesday  ;"Facebook $FB to match $7 million in donations this Giving Tuesday

https://t.co/0qAKEi9S46";1;0.0
-1;31; FB  Thread of damning questions which Facebook refuses to answer   Dec       ;"$FB: Thread of damning questions which Facebook refuses to answer | Dec 2019

https://t.co/VDyGLCyBPo";-1;0.0
;32; Chicago police blame Facebook for illegal gun  drug sales  FB  FB  Technology  Criminalinvestigations  Crime;https://t.co/Vq6uiSWyqQ Chicago police blame Facebook for illegal gun, drug sales $FB #FB #Technology #Criminalinvestigations #Crime;-1;0.5
;33;Chicago police blame Facebook for illegal gun  drug sales  FB  FB  Technology  Criminalinvestigations  Crime ;Chicago police blame Facebook for illegal gun, drug sales $FB #FB #Technology #Criminalinvestigations #Crime https://t.co/gNShirPmfa;-1;0.5
0;34; FB didn t rip this week like I thought  but building here off   day  bottom of channel and retracement ;$FB didn't rip this week like I thought, but building here off 20day, bottom of channel and retracement https://t.co/Bo2GlwN2n4;1;0.0
0;35;I seen quite a few posting  FB breakout chart over the weekend    Unfortunately I didn t position myself to short it    I have my reason and share my chart to selected few    ;I seen quite a few posting $FB breakout chart over the weekend.   Unfortunately I didn’t position myself to short it .  I have my reason and share my chart to selected few.  😬;1;0.37500000000000006
-1;36; FB CEO Mark Zuckerberg on Political Ads  People should judge for themselves the character of politicians  What I believe is in a democracy  it s really important people see for themselves what politicians are saying    KAG  Wow amazing  a CEO for freedom ;"$FB CEO Mark Zuckerberg on Political Ads: People should judge for themselves the character of politicians—""What I believe is in a democracy, it's really important people see for themselves what politicians are saying."" #KAG

Wow amazing, a CEO for freedom https://t.co/u5cFR9DPNc";1;0.75
0;37;Trying  FB long here;Trying $FB long here;1;0.4
0;38; FB Bullish Coverage Initiated As Facebook Stock Weathers Harsh Headlines ;$FB Bullish Coverage Initiated As Facebook Stock Weathers Harsh Headlines https://t.co/sHgWi5HUEr;1;0.7
0;39; FB       Making Life Harder for Short Sellers via ;$FB $9984 Making Life Harder for Short Sellers via https://t.co/dU2ohMsCEH;-1;0.15
;40;Regulatory risks could be a big deal for  FB investors   business with  RyanVlastelica;"Regulatory risks could be a big deal for $FB investors https://t.co/jzygjc984V
@business with @RyanVlastelica";0;0.1
0;41; msft  aapl  amzn  Fb  Those look bearish to you  If so  spy is dumping still then lol imo   Im playing it more is in the sense of looking for dips to buy or alerts to set not hopping on the bear wagon unless it meets up with my setups  ;"$msft $aapl $amzn $Fb

Those look bearish to you? If so $spy is dumping still then lol imo . Im playing it more is in the sense of looking for dips to buy or alerts to set not hopping on the bear wagon unless it meets up with my setups. https://t.co/JAVzPRtqJN";1;0.6
0;42;Bullish coverage initiated on Facebook stock    FB  stocks  advertising;Bullish coverage initiated on Facebook stock. https://t.co/bid7wWTS1N $FB #stocks #advertising;1;0.0
0;43;Bought More  ADS Earlier  Still Dip Left Though    aapl  amzn  agn  brk  bhc  abbv  msft  fb  crm  cmg  pfe  googl  wfc  jpm  bac  c  cs  ms  gs  ko  pep  ibm  iep  nwl  hd  hds  wynn  shak  ge  cpe  ads  jnj  mck  tsla;"Bought More $ADS Earlier 
Still Dip Left Though!

$aapl $amzn $agn $brk $bhc $abbv $msft $fb $crm $cmg $pfe $googl $wfc $jpm $bac $c $cs $ms $gs $ko $pep $ibm $iep $nwl $hd $hds $wynn $shak $ge $cpe $ads $jnj $mck $tsla";1;0.3333333333333333
-1;44;I m curious to understand the user flow designed for  Facebook Liam bot      Someone asks you a question about  FB    Instead of answering  you pull out your phone  I assume  and type the question    You read the answer    You look back in the eyes the person and answer ;"I’m curious to understand the user flow designed for #Facebook Liam bot. 
1. Someone asks you a question about $FB
2. Instead of answering, you pull out your phone (I assume) and type the question
3. You read the answer
4. You look back in the eyes the person and answer?";1;0.5
-1;45; FB   Mark Zuckerberg Will Face Another Vote to Split Chairman  CEO Roles ;$FB - Mark Zuckerberg Will Face Another Vote to Split Chairman, CEO Roles https://t.co/cIlwrEC6qG;1;0.0
-1;46; FB   Mark Zuckerberg Will Face Another Vote to Split Chairman  CEO Roles ;$FB - Mark Zuckerberg Will Face Another Vote to Split Chairman, CEO Roles https://t.co/pjekTbwMJT;1;0.0
0;47;Piper Jaffray Bullish On Facebook  Says Negative Headlines And Regulatory Challenges Priced In  FB  via  benzinga;Piper Jaffray Bullish On Facebook, Says Negative Headlines And Regulatory Challenges Priced In $FB https://t.co/WX85MDDbO2 via @benzinga;0;0.4
-1;48;Shale Saved The USA From Inflation  Consolidation Next All The Way To The  AMZN Delivery Conglomerate     aapl  amzn  agn  brk  bhc  abbv  msft  fb  crm  cmg  pfe  googl  wfc  jpm  bac  c  cs  ms  gs  ko  pep  ibm  iep  nwl  hd  hds  wynn  shak  ge  cpe  ads  jnj  cpe  tsla  xom;"Shale Saved The USA From Inflation! Consolidation Next All The Way To The $AMZN Delivery Conglomerate! 

$aapl $amzn $agn $brk $bhc $abbv $msft $fb $crm $cmg $pfe $googl $wfc $jpm $bac $c $cs $ms $gs $ko $pep $ibm $iep $nwl $hd $hds $wynn $shak $ge $cpe $ads $jnj $cpe $tsla $xom";1;0.0
0;49; FB FB  Facebook   Reiterated by Citigroup                 Buy;"$FB FB 
Facebook 
 Reiterated by Citigroup $196.38 $240.00 Buy";0;0.0
-1;50; FB levels to this ;$FB levels to this https://t.co/mFBrmcsDml;0;0.0
0;51;I Don t Think We See  CPE  At This Price in      and Beyond    aapl  amzn  agn  brk  bhc  abbv  msft  fb  crm  cmg  pfe  googl  wfc  jpm  bac  c  cs  ms  gs  ko  pep  ibm  iep  nwl  hd  hds  wynn  shak  ge  cpe  ads  jnj  mck  tsla ;"I Don't Think We See $CPE 
At This Price in 2020 and Beyond! 
$aapl $amzn $agn $brk $bhc $abbv $msft $fb $crm $cmg $pfe $googl $wfc $jpm $bac $c $cs $ms $gs $ko $pep $ibm $iep $nwl $hd $hds $wynn $shak $ge $cpe $ads $jnj $mck $tsla https://t.co/8c6QHw63E6";1;0.0
0;52;One more days of selling and I ll start in on  FB again  Pretty unrelated to trade war shenanigans  Solid earnings and heavy call buying in the     s;One more days of selling and I'll start in on $FB again. Pretty unrelated to trade war shenanigans. Solid earnings and heavy call buying in the $190s;1;525
0;53; FB Facebook Is Leveraging Investments  Says a Bullish Piper Jaffray ;$FB Facebook Is Leveraging Investments, Says a Bullish Piper Jaffray https://t.co/5t9PdcX4az;1;0.0
0;54; FB We re under fire  The declines can last up to       ;$FB We're under fire! The declines can last up to $ 185 https://t.co/aGKhbUJ8st;0;0.06666666666666667
0;55; FB finding its feet at the      level was big   that area has provided major resistance recently so nice to see the bounce and stock potentially affirming a new support level ;$FB finding its feet at the $195 level was big...that area has provided major resistance recently so nice to see the bounce and stock potentially affirming a new support level.;1;0.610909090909091
0;56;Probably the pullback to buy in   FB ;Probably the pullback to buy in  $FB https://t.co/NcOlw9oQvz;1;0.0
0;57;Scalped  FB this week s       puts from     to            gain ;Scalped $FB this week's 192.5 puts from .91 to 1.07, ~17% gain.;1;0.0
0;58;         AM Automated Entry  Long     shares of  FB at         for a trade that I will be looking to close in     days ;09:52:16 AM Automated Entry. Long 357 shares of $FB at $195.94 for a trade that I will be looking to close in 1-5 days.;1;0.4
0;59; FB Jan     s call sweeper;$FB Jan 210's call sweeper;0;0.0
-1;60;Ellenbogen s  st investment after T Rowe      The mobile revolution is real and compliance reqs are going up   Rapyd is going to enable the Ubers and  FB of the world to conduct ecommerce with people that would normally fall outside of that world     ;"Ellenbogen's 1st investment after T Rowe...

""The mobile revolution is real and compliance reqs are going up...Rapyd is going to enable the Ubers and $FB of the world to conduct ecommerce with people that would normally fall outside of that world.” 

https://t.co/XeXCMCNCCt";1;0.3333333333333333
0;61; FB Dec   th     s call sweeper;$FB Dec 13th 200's call sweeper;0;0.0
0;62; FB Facebook Is Leveraging Investments  Says a Bullish Piper Jaffray  ;"$FB Facebook Is Leveraging Investments, Says a Bullish Piper Jaffray

https://t.co/nz1536bgIt";1;0.0
-1;63;Exactly as I said  No surprises here  Before my inbox blows up  yes I m still hanging on to all the calls    spy  spx  aapl  amzn  mu  amd  baba  fb  Nflx  googl  bac  jpm  wmt  hd  cost  dal  t  x ;"Exactly as I said. No surprises here. Before my inbox blows up, yes I’m still hanging on to all the calls.

$spy $spx $aapl $amzn $mu $amd $baba $fb $Nflx $googl $bac $jpm $wmt $hd $cost $dal $t $x https://t.co/fJs4g8eb1p";1;0.25
-1;64;Trade war is just a stock market tool used for correction purposes  Come on     so that we can move on     spy  spx  aapl  amzn  mu  amd  baba  fb  Nflx  googl  bac  jpm  wmt  hd  cost  dal  t  x ;"Trade war is just a stock market tool used for correction purposes. Come on 305 so that we can move on. 

$spy $spx $aapl $amzn $mu $amd $baba $fb $Nflx $googl $bac $jpm $wmt $hd $cost $dal $t $x https://t.co/ozsaGIJYxD";-1;0.0
0;65;Uh  isn t  FB is already a fake public company   Zuckerberg is basically our    year old lord and savior at this point  Talking about it going  private  is moderately ridiculous   you can t cow your employees with illiquid shares  now can you        ;"Uh, isn't $FB is already a fake public company? #Zuckerberg is basically our 35 year old lord and savior at this point. Talking about it going ""private"" is moderately ridiculous - you can't cow your employees with illiquid shares, now can you...  :: https://t.co/vOHzzxi7ou";-1;0.4680555555555555
0;66; FB Keep feeding short red devil u retards they  Laughing at you allaway to the bank  ;"$FB
Keep feeding short red devil u retards they  Laughing at you allaway to the bank. https://t.co/zlwsxrThnN";-1;0.43333333333333335
0;67;Recent  FB technical alerts  Slingshot Bullish plus   more alerts    ;Recent $FB technical alerts: Slingshot Bullish plus 6 more alerts... https://t.co/iNj9AMT49H;1;0.2833333333333333
0;68; FB   Facebook Is Leveraging Investments  Says a Bullish Piper Jaffray   ;"$FB:

Facebook Is Leveraging Investments, Says a Bullish Piper Jaffray:

https://t.co/CLeCZnFN6t";1;0.0
-1;69; Options  maxpain chart for  FB  Free options app  ;#Options #maxpain chart for $FB. Free options app https://t.co/wPNDm2jNqL https://t.co/KPT7NMcmP3;1;0.8
0;70; FB Keep feeding the short red devil u idots       will be here before u know it ;"$FB
Keep feeding the short red devil u idots 
$240 will be here before u know it https://t.co/eFfglm6pGY";-1;0.15
0;71; FB It s fake scam shit new the devil jew midia is Behind this crime short devils are paying them to spread this fake news dont sell pplm ;"$FB
It's fake scam shit new the devil jew midia is Behind this crime short devils are paying them to spread this fake news dont sell pplm https://t.co/Ztw7KlEmRO";-1;0.709090909090909
0;72;Similar to the Thanksgiving pitch  Not a recommendation   YMMV  FB ;Similar to the Thanksgiving pitch. Not a recommendation. #YMMV $FB https://t.co/zB9rxDTIaf;0;0.4
0;73; FB  Facebook   Reiterated by Citigroup                 Buy;"$FB 
Facebook 
 Reiterated by Citigroup $199.70 $240.00 Buy";0;0.0
0;74;Facebook  FB Earns Buy Rating from Citigroup   stocks;Facebook $FB Earns Buy Rating from Citigroup https://t.co/OnZUU0a4Bc #stocks;0;0.0
-1;75;Not only useless but Facebook  FB should be banned for interfering European issues that are absolutely not Mossad s business   GuntherSchnabl ;Not only useless but Facebook $FB should be banned for interfering European issues that are absolutely not Mossad’s business! @GuntherSchnabl https://t.co/BzNVW6pLQD;-1;525
0;76; Stocks fall as Trump downplays chances of China trade deal  FB  FB  Crudeoilmarkets  Energymarkets  Commoditymarkets;https://t.co/2hSfSmYEKs Stocks fall as Trump downplays chances of China trade deal $FB #FB #Crudeoilmarkets #Energymarkets #Commoditymarkets;1;0.0
0;77;Stocks fall as Trump downplays chances of China trade deal  FB  FB  Crudeoilmarkets  Energymarkets  Commoditymarkets ;Stocks fall as Trump downplays chances of China trade deal $FB #FB #Crudeoilmarkets #Energymarkets #Commoditymarkets https://t.co/tY9kqm6Njk;1;0.0
-1;78;Next  AntiVaxxers can buy ads and let people judge for themselves  If  FB don t sell them space  they can sue them for  discrimination  Then when there is an  epidemic  will they say opps  people should judge for themselves  my bad  ;"Next #AntiVaxxers can buy ads and let people judge for themselves. If $FB don't sell them space, they can sue them for #discrimination. Then when there is an #epidemic, will they say opps; people should judge for themselves; my bad. https://t.co/BosCribch5";1;0.3333333333333333
0;79;Oil prices get excited about further cuts    FB issues  st correction notice at Singapore s request   China s private manufacturing expands  boosting  AUD    Crude  oil futures rise on talk of further  OPEC  supply curbs  ;"Oil prices get excited about further cuts
• $FB issues 1st correction notice at Singapore's request
• China's private manufacturing expands, boosting #AUD
• #Crude #oil futures rise on talk of further #OPEC+ supply curbs

https://t.co/dFJgzHoTSi";0;625
0;80; Global shares retreat on US trade tension with China  France  FB  FB  Brentcrudemarkets  Crudeoilmarkets  Energymarkets;https://t.co/xXKnD2mr1F Global shares retreat on US trade tension with China, France $FB #FB #Brentcrudemarkets #Crudeoilmarkets #Energymarkets;1;0.0
0;81;Global shares retreat on US trade tension with China  France  FB  FB  Brentcrudemarkets  Crudeoilmarkets  Energymarkets ;Global shares retreat on US trade tension with China, France $FB #FB #Brentcrudemarkets #Crudeoilmarkets #Energymarkets https://t.co/7kNMtwWPqT;1;0.0
0;82; FB   Facebook gains bull on cost trends ;$FB - Facebook gains bull on cost trends https://t.co/yOu3tNuEnS;1;0.0
0;83; FB was rated  overweight  in new coverage at Piper Jaffray  which points to an easing of growth in expenses as well as evidence that neither users nor advertisers have moved away from the platform despite the controversy    peterschack  HalftimeReport;$FB was rated “overweight” in new coverage at Piper Jaffray, which points to an easing of growth in expenses as well as evidence that neither users nor advertisers have moved away from the platform despite the controversy   @peterschack @HalftimeReport;1;0.45454545454545453
-1;84; w terrence Thats weird i thought  FB is not going to block political ads  Democrats are trying to kill freedom of speech thats not true freedom;@w_terrence Thats weird i thought $FB is not going to block political ads. Democrats are trying to kill freedom of speech thats not true freedom;1;0.5833333333333334
-1;85;Explore  fundamental numbers and pros and cons for  FB ;Explore #fundamental numbers and pros and cons for $FB https://t.co/molliOBl9l;0;0.0
-1;86; OpEd   Facebook CEO Zuckerberg s non answer about his secret dinner with  realDonaldTrump perfectly illustrates why his views about  political speech   news   advertisements  amp  spreading of  lies  amp   misinformation on  FB are under fire   ;"#OpEd: @Facebook CEO Zuckerberg's non-answer about his secret dinner with @realDonaldTrump perfectly illustrates why his views about #political speech, #news, #advertisements &amp; spreading of #lies &amp; #misinformation on $FB are under fire.  https://t.co/vJB9aXDmu0";1;0.6
-1;87;Zuckerberg doubles down on ad policy  FB ;Zuckerberg doubles down on ad policy $FB https://t.co/xOoHX8jGB6;-1;0.2888888888888889
-1;88; FB   Zuckerberg doubles down on ad policy ;$FB - Zuckerberg doubles down on ad policy https://t.co/nSjiV0O1yr;-1;0.2888888888888889
0;89;Piper Jaffray Starts Facebook  FB at Overweight ;Piper Jaffray Starts Facebook $FB at Overweight https://t.co/jwCq4EcmBf;0;0.0
0;90; FB  Pot  resume Uptrend in a consolid INTRAWEEK   m   m  m combo chart  Facebook  Trading ;$FB https://t.co/ZTIcvYqTx7 Pot. resume Uptrend in a consolid INTRAWEEK 60m-15m-4m combo chart #Facebook #Trading https://t.co/9ohrTXIQG6;1;0.0
-1;91; France threatens EU retaliation over US wine tariff plan  FB  FB  Internationaltrade  Economy  Nationaltaxes;https://t.co/P9x2PWQvjB France threatens EU retaliation over US wine tariff plan $FB #FB #Internationaltrade #Economy #Nationaltaxes;-1;0.0
-1;92;France threatens EU retaliation over US wine tariff plan  FB  FB  Internationaltrade  Economy  Nationaltaxes ;France threatens EU retaliation over US wine tariff plan $FB #FB #Internationaltrade #Economy #Nationaltaxes https://t.co/BWzBWp49EJ;-1;0.0
-1;93;News      facebook    How Facebook Avoids Ad Blockers   TechNews  FB  facebook  Technology  tech ;News 👨🏼📖 @facebook 🐳: How Facebook Avoids Ad Blockers https://t.co/Er3BgQ7LQr #TechNews $FB #facebook #Technology #tech https://t.co/yxSRfYuf0T;0;0.0
-1;94; FB Chinas TikTok Sued by U S  College Student Over Data Use via ;$FB Chinas TikTok Sued by U.S. College Student Over Data Use via https://t.co/dU2ohMsCEH;0;0.0
0;95;You fools will  DeleteFacebook and still use Instagram so the stock goes up regardless lol thanks  FB     ;You fools will #DeleteFacebook and still use Instagram so the stock goes up regardless lol thanks $FB 😀😀😀😀;1;0.44999999999999996
-1;96;Mark  Zuckerberg s non answer about his secret dinner with  Trump perfectly illustrates why his views about political speech are under fire      markets  stocks  usa  FB ;"Mark #Zuckerberg’s non-answer about his secret dinner with #Trump perfectly illustrates why his views about political speech are under fire 

https://t.co/WT8anTHk8m

#markets #stocks #usa $FB https://t.co/rZ6jidBUBZ";1;0.6
-1;97;FBI says  FaceApp is a  potential counterintelligence threat  because of its ties to Russia   FB;FBI says #FaceApp is a ‘potential counterintelligence threat’ because of its ties to Russia https://t.co/ELarsm8t8J $FB;-1;1.0
-1;98;In September Facebook Allowed Political Ads That Were Actually Scams and Malware  FB ;In September Facebook Allowed Political Ads That Were Actually Scams and Malware $FB https://t.co/4kfKO1s5m4;-1;0.1
-1;99; sophiaedm What do you think of the Oculus Quest   FB ;"@sophiaedm What do you think of the Oculus Quest?
$FB https://t.co/84XSov0RTx";0;0.0
0;100;Tencent knocked Facebook off the pedestal to become the fifth largest company worldwide in terms of market value  FB ;Tencent knocked Facebook off the pedestal to become the fifth-largest company worldwide in terms of market value $FB https://t.co/frjr9XF1iN;1;0.0
0;101; oneunderscore   I ll say it again  If you need to create an app like this you ve already lost   Short  FB;"@oneunderscore__ I'll say it again: If you need to create an app like this you've already lost.

Short $FB";1;0.3
0;102; FB topping candles and now news    ;$FB topping candles and now news 😎 https://t.co/3eGHOl5toz https://t.co/LcJjontQUJ;0;0.0
0;103;this  except being rewarded Libra coins for good behavior  it is coming  bet  as a matter of fact  I already have    FB   Mark gone love me   and I gone love him  with my heart ;"this, except being rewarded Libra coins for good behavior

it is coming

bet

as a matter of fact, I already have 😎 $FB 

Mark gone love me 

and I gone love him🦎👬with my heart https://t.co/KdrC4yPCgN";1;0.6000000000000001
0;104; DeleteFacebook trends once every   months  yet nothing significant happens      FB stock is nearing it s all time high;"#DeleteFacebook trends once every 4 months, yet nothing significant happens 

+ $FB stock is nearing it’s all time high";1;0.7075
-1;105;why  FB needs to buy  tiktok type app in  UnitedStates  ;"why $FB needs to buy #tiktok type app in #UnitedStates 
https://t.co/JVPaKcLtAG";0;0.0
0;106;Facebook Options Traders Think the Stock Can Rise More   Facebook  FB stock closed trading at         on November     falling       from the previous trading session     Facebook  Stocks  ;"Facebook Options Traders Think the Stock Can Rise More

“Facebook $FB stock closed trading at $201.64 on November 29, falling 0.18% from the previous trading session.”

#Facebook #Stocks 
https://t.co/SiwT2CRtdn";1;0.25555555555555554
0;107; FB Would be nice if this broke down ;$FB Would be nice if this broke down https://t.co/f2grGOe3pZ;0;0.6444444444444445
0;108; FB  FB Ascending wedge support to be tested this week  What do you think  ;$FB #FB Ascending wedge support to be tested this week? What do you think? https://t.co/rsRbmEBMua;1;0.0
0;109;Short  FB ;Short $FB https://t.co/hgwQcDLmcm;-1;0.3
-1;110;Now do  FB ;Now do $FB https://t.co/TJT8KkRwyc;0;0.0
