,Unnamed: 0,id,text,date,user,retweets,sentiment,tweet_id,relevant,real_sentiment
28,61,4069,"$BUKS in oversold territory, Resistance at $0.80 and support around low 60's. Expect to see a little selling today. #watchlist #Daytrader 

$SSTU $CBKC $ROKU $GE $TSLA $CRON $TLRY #PBIO",2019-12-12 12:45:00.000000,Flippedtrade,0,-0.09375,1205121375595315202,0,1
29,64,244,$TSLA I will be paper trading some pivot strategies for new traders.  👍😍 https://t.co/kX2pb1AdWL,2019-11-26 17:47:34.000000,Jenlovescrypto,0,0.13636363636363635,1199399314348490752,0,1
30,65,245,$spy $gspc $aapl $nflx $goog $tsla S&amp;P Global revises outlook on Macy's BBB-minus rating to negative after disappointing earnings  https://t.co/pe8nKvwDJG,2019-11-26 17:47:18.000000,FaisamTrader,0,-0.3,1199399246992162819,0,1
31,67,247,"$TSLA this is the play, easy short here https://t.co/iDUKzEvCji",2019-11-26 17:47:03.000000,Tradechief,0,0.21666666666666667,1199399182592872452,0,1
32,70,253,$TSLA coming down now. Next target gap fill below.,2019-11-26 17:46:19.000000,Venky Srinivasan,0,-0.07777777777777779,1199398997816991744,0,1
33,84,5635,"While no $SPX #stocks hit new 52 week lows Monday, over 70 $SPX companies put in new 52 week highs. Largest by #marketcap include $AAPL $MSFT $GOOGL $GOOG $BRK.B $JPM $PG $BAC $MA $UNH $MRK $DABE $NKE $MDT and $AMGN #trading",2019-12-16 19:29:17.000000,Tackle Trading,0,0.13636363636363635,1206672666142351360,0,1
34,87,5637,"$ROKU - A close above 139 would push for 145
$GOOGL - Hold above 1358 we can see 1362 1368 
$CMG - Watch for 828 close above that it can really run",2019-12-16 19:26:45.000000,vaybor,0,0.05,1206672031468728320,0,1
35,88,5639,"$ROKU - A close above 139 would push for 145
$GOOGL - Hold above 1358 we can see 1362 1368 
$CMG - Watch for 828 close above that it can really run",2019-12-16 19:21:43.000000,ManicTrading,0,0.05,1206670761504718848,0,1
36,92,4083,"$TSLA  gapping to upside 
$ROKU gapping to downside 146 area bottom if it continues down
$LULU gapping to upside after having solid earnings yesterday
$AAPL Gapping to the downside bottom of 266 area if it continues",2019-12-12 12:40:15.000000,Robert Ham,0,-0.07777777777777779,1205120177618247680,0,1
37,93,277,RT @Sandro_power: $AAPL some great gains from buying into support on nov 22 on friday that I explained to my group to increase their positi…,2019-11-26 17:52:46.000000,Pako Ruben,35,0.8,1199400619452309504,0,1
38,94,278,"$AAPL's looking a skosh toppy

What could possssibly go wrong here? 😂

$220 looks like a good end of year target

https://t.co/oEUEsXLqPD
Day's Range: 0.31 - 0.36
Bid: 0.33
Ask: 0.34
Open: 0.36
Prev Close: 0.36
Volume: 40
Open Interest: 305
Expiration Date: 12/27/19

#FGSAAPL https://t.co/RKxxsEsVuG",2019-11-26 17:51:00.000000,Tom Henderson 🇺🇸,0,0.04999999999999999,1199400176043151361,0,1
39,95,279,$AAPL no major drops here- so #BTFD is on watch for sure,2019-11-26 17:50:55.000000,iluvstocks,0,0.234375,1199400156992593921,0,1
40,97,281,"RT @SpartanTrading: $SPY bullish consolidation here for the next leg higher still holding up well.

$AMZN Next leg coming.

Keeping an eye…",2019-11-26 17:43:59.000000,Joe Gambiste,1,0.08333333333333333,1199398412338302976,0,1
41,101,285,RT @tradertvneal: @ItsAirplaneJane Great look on that $AAPL call. It was an absolute pleasure having you on the program today. Best of luck…,2019-11-26 17:43:58.000000,Joe Gambiste,1,0.6666666666666666,1199398408303390720,0,1
42,103,4086,"No wonder ""totally broke"" @elonmusk &amp; family spent hundreds of millions on Bel Air properties from $tsla insider trading profits @johnauthers https://t.co/KydKRLYXn0",2019-12-12 12:40:04.000000,Andreas Cseh,1,-0.05,1205120134873939968,0,1
43,105,289,RT @DanZanger: $AAPL Closed out with the market plunging https://t.co/QsUQZsqysL,2019-11-26 17:43:57.000000,Joe Gambiste,5,-0.1,1199398402997530629,0,1
44,106,4088,"RT @TESLAcharts: On @cnbc spewing nonsense on Tuesday, dumping $TSLA stock on Wednesday. Nice work Cathie Wood. Unreal. $TSLAQ https://t.co…",2019-12-12 12:39:36.000000,Burls J. Burley,31,0.6,1205120017857175552,0,-1
45,107,291,RT @DanZanger: $AAPL closed out  a few weeks ago and waiting for the next signal. https://t.co/nsRzmxyiYc,2019-11-26 17:43:57.000000,Joe Gambiste,6,-0.10000000000000002,1199398401030459393,0,1
46,108,292,RT @DanZanger: $AAPL - Closed out but still good for the active trader https://t.co/0C9fjkRlOT,2019-11-26 17:43:56.000000,Joe Gambiste,7,0.15555555555555556,1199398400078286849,0,1
47,110,294,RT @DanZanger: $AAPL - Working higher from my buy area and let's reduce before earnings. https://t.co/a1066TqcPV,2019-11-26 17:43:56.000000,Joe Gambiste,11,0.25,1199398397960237057,0,1
48,111,295,RT @DanZanger: $AAPL Super gains and a solid earnings report https://t.co/y5vluGWveo,2019-11-26 17:43:56.000000,Joe Gambiste,4,0.16666666666666666,1199398396961939458,0,1
49,112,296,RT @DanZanger: $AAPL - Leading the entire market higher https://t.co/yL8bllNLr4,2019-11-26 17:43:55.000000,Joe Gambiste,9,0.125,1199398395900833793,0,1
50,113,298,RT @DanZanger: $AAPL still leading the market higher from my prior posts with chip stocks on the move.,2019-11-26 17:43:55.000000,Joe Gambiste,5,0.125,1199398393916866560,0,1
51,115,300,RT @DanZanger: $AAPL - A super move for over $31 in the last few weeks and leading the chip stocks.,2019-11-26 17:43:55.000000,Joe Gambiste,6,0.04444444444444443,1199398392004259841,0,1
52,116,4090,"@WallStCynic @cppinvest Repeat after me, the market is a discounting mechanism. Present $tsla holders invest based on future earnings. Cmon Jim you know this. It's why despite $dnkn being profitable in 2017 u shorted it in the 50s. You expected earnings decline. Granted u were wrong, but u get my point.",2019-12-12 12:38:44.000000,ESP Trades,0,-0.15,1205119798365052929,0,1
53,117,302,RT @DanZanger: $AAPL just keeps ripping higher from my $230 buy area,2019-11-26 17:43:53.000000,Joe Gambiste,4,0.25,1199398385847078912,0,1
54,119,306,RT @DanZanger: $AAPL Trending higher https://t.co/RjvfafrXGL,2019-11-26 17:43:51.000000,Joe Gambiste,4,0.25,1199398379047899136,0,-1
55,121,309,RT @Sandro_power: $AAPL some great gains from buying into support on nov 22 on friday that I explained to my group to increase their positi…,2019-11-26 17:43:51.000000,Joe Gambiste,35,0.8,1199398376070103045,0,1
56,127,4093,"RT @sbalatan: $TSLA - Be very defensive when driving near Tesla’s.  The software is not only glitchy, drivers sleep or pull out their lapto…",2019-12-12 12:36:16.000000,Unbelievable Accounts Receivable,4,0.10000000000000002,1205119176152621056,0,-1
57,132,321,RT @RedDogT3: $aapl took last week off to digest massive gains.  It cleared $264 to get me back long to see if it stays special for the wee…,2019-11-26 17:30:31.000000,Kujo,4,0.06142857142857142,1199395022963167233,0,1
58,136,325,"NEW: The Greatest Stock Trading Tool Nobody Uses

Today I will talk about this tool and how to use it. For many of you, this tool is free

https://t.co/cdDggXrcQb

$AAPL $FB $TWTR $PAYC $SHOP $NVDA https://t.co/VlwcQgusGw",2019-11-26 17:24:38.000000,Doug Rumer,0,0.509090909090909,1199393543019614208,0,1
59,139,5816,"$spy $gspc $aapl $nflx $goog $tsla Eli Lilly's stock set to rally after upbeat profit, revenue guidance  https://t.co/46oRklTt6a",2019-12-17 10:59:31.000000,FaisamTrader,0,0.0,1206906766606372865,0,1
60,142,4097,"$TSLA  Well, it's been real bears 🐻 🙏🏾✈️🚀🌕💵💵💵💵💵💵💵 $365+ today https://t.co/Xu4ytmFyon",2019-12-12 12:33:50.000000,Lamont Crawford,0,0.2,1205118563662610432,0,1
61,148,337,"$AAPL
Has been in a channel for 2  Months. 
Below is 2 Month 4HR chart. Ride the momo as long as in Channel I see targets to 271, 276 to upper Channel Line.
Stops can be on lower channel or lose stops at 260 if holding.
Also Good to study about Channel $STUDY #tradingtips https://t.co/1VcSN0UXIa",2019-11-26 17:12:02.000000,Ripster47,0,0.21666666666666665,1199390370196377601,0,1
62,150,339,RT @realwillmeade: The Apple $AAPL iPhone 7 and iPhone 8 emits more than 8 times the radiation of the Samsung Galaxy. Yet no one talks abou…,2019-11-26 17:11:01.000000,Andre Sanford-Adams,21,0.5,1199390114260144128,0,1
63,151,5818,How much will $TSLA climb today?,2019-12-17 10:59:13.000000,squawksquare,0,0.2,1206906691620687872,0,1
64,152,4105,"Tesla | $TSLA

Elliott Wave View: Tesla Resumes Higher

Long or short it on WCX: https://t.co/GR6swOwuxH https://t.co/z8bXHinDeB",2019-12-12 12:33:01.000000,Crypto Chief,0,0.06666666666666668,1205118357743255552,0,1
65,156,4108,"$TSLA 353.66 support, but if below could go fast to 350.73.

356.23 resistance, then 359.76 https://t.co/v0vSqc4Zz0",2019-12-12 12:31:44.000000,Bubble Head,0,0.2,1205118035754967040,0,1
66,158,343,"Robinhood asked me to give y'all an opportunity at a free stock for #Thanksgiving. Just join/sign up using my link &amp; claim it. You may need it if you do the #blackfriday stuff.

$AAPL $BBY $DKS $SHOP $BURL $ROKU $FIT $DIS $PINS $UBER $BABA $MSFT 
https://t.co/JiKpiTunQz",2019-11-26 17:06:29.000000,𝕄𝕣. ℤ𝕠,0,0.4,1199388973568872461,0,1
67,159,344,RT @UPBOptionMil: Some of the days most active stock options so far 11.26.19  $DIS $MOS $ROKU $HD $AAPL $DHR $MDCO https://t.co/kGtotSEjX9,2019-11-26 17:03:09.000000,G.A.R Capital,1,0.15555555555555556,1199388132657029122,0,1
68,160,345,"$SPY bullish consolidation here for the next leg higher still holding up well.

$AMZN Next leg coming.

Keeping an eye on $AMZN and $AAPL as well..",2019-11-26 17:02:57.000000,Spartan,1,0.08333333333333333,1199388082857865217,0,1
69,162,347,Some of the days most active stock options so far 11.26.19  $DIS $MOS $ROKU $HD $AAPL $DHR $MDCO https://t.co/kGtotSEjX9,2019-11-26 17:01:22.000000,UPBOptionMil,1,0.15555555555555556,1199387684558557189,0,1
70,163,348,"$AAPL: “Apple acquires visual effects startup iKinema.”

Keep tabs on the latest news headlines that are driving moves in the stock market.

Watch full episodes of our animated video series, Market Trends:
https://t.co/SgdcnajYpq https://t.co/42EvFInzJH",2019-11-26 17:01:13.000000,Explainably,1,0.2833333333333333,1199387646209994752,0,1
71,167,352,@ItsAirplaneJane Great look on that $AAPL call. It was an absolute pleasure having you on the program today. Best of luck in the markets!,2019-11-26 16:57:44.000000,Neal Roberts,1,0.6666666666666666,1199386772972691456,0,1
72,171,4113,"RT @sbalatan: $TSLA - Be very defensive when driving near Tesla’s.  The software is not only glitchy, drivers sleep or pull out their lapto…",2019-12-12 12:30:32.000000,3rd Dimensional Resource Expansion,4,0.10000000000000002,1205117732959580161,0,-1
73,181,366,"Whoever just sold the stock market off, thank you. I wanted more $SPY call options for the day. What a juicy week. Light volume works wonders. https://t.co/AXyYTYctyl",2019-11-26 18:01:18.000000,VisionX,0,0.45,1199402769527889920,0,1
74,182,367,"$SYNL https://t.co/MbSiTCqCDV Synalloy Corp. We go long, this share will unlikely go down. Hedge by selling $SPY #Stocks #Alpha #trade",2019-11-26 17:59:16.000000,AIStockFinder,0,-0.2351851851851852,1199402258879975425,0,1
75,183,368,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:57:19.000000,PennyTrader99,17,0.7000000000000001,1199401765101350914,0,-1
76,184,369,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:55:14.000000,anthony volentine,17,0.7000000000000001,1199401243384242176,0,-1
77,185,371,"RT @VolumePrintcess: $VXX Large 1 mil print $16.38 broken up (sneaky) FEAR Bullish above 16.50 Bearish below 16 (Dangerous to trade, but  w…",2019-11-26 17:54:33.000000,mememe,2,-0.19642857142857145,1199401070016913408,0,-1
78,186,372,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:53:55.000000,Trader John,17,0.7000000000000001,1199400908993507329,0,-1
79,187,373,$SNPE $SPY NEW ARTICLE : SNPE: An Ethical Approach To Buying The Market https://t.co/ufql9qOBrx https://t.co/IBlxBW5waz,2019-11-26 17:53:10.000000,stck.pro,0,0.16818181818181818,1199400723643060225,0,1
80,188,374,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:52:31.000000,Danny Kramer,17,0.7000000000000001,1199400558450200576,0,-1
81,191,4117,"RT @sbalatan: $TSLA - Be very defensive when driving near Tesla’s.  The software is not only glitchy, drivers sleep or pull out their lapto…",2019-12-12 12:30:03.000000,"HOARY MARMOT, STOCK TRADER EXTRAORDINAIRE",4,0.10000000000000002,1205117613040263168,0,-1
82,192,378,"RT @VolumePrintcess: $VXX Large 1 mil print $16.38 broken up (sneaky) FEAR Bullish above 16.50 Bearish below 16 (Dangerous to trade, but  w…",2019-11-26 17:50:55.000000,Gator Trader,2,-0.19642857142857145,1199400155818143745,0,-1
83,193,379,RT @Sandro_power: $SPY when you trade with fear and you guess and assume you never will succeed long term. when you trade with plans and sk…,2019-11-26 17:50:11.000000,David Wong,13,-0.05,1199399971453145088,0,1
84,194,380,"RT @KASDad: $SPY Even buyers get bored, yawn and watch. If there is an iota of caution out there on the part of bulls, it is well hidden. R…",2019-11-26 17:50:07.000000,sean ro,1,-0.3333333333333333,1199399955623899137,0,-1
85,195,4118,Watch this video to get more insights about $TSLA structure : https://t.co/VBo6xonorX #elliottwave #trading,2019-12-12 12:29:57.000000,Elliottwave Forecast,0,0.5,1205117586238791680,0,1
86,197,383,"RT @CheddarFlow: Some top opening positions so far:
$SPY $PANW $BABA 

#optionsflow #options #stocks https://t.co/n22x1QeJwI",2019-11-26 17:48:10.000000,Elaine Benes,1,0.3,1199399461539237890,0,1
87,198,384,"RT @XetraDax30: $SPX 🔝 3.141,65 ... 😁 you know I love those #numbers...

#numerology #trading $SPY #stocks #stockmarket https://t.co/9CafbV…",2019-11-26 17:46:45.000000,Przemyslaw Nowicki,1,0.5,1199399106533318656,0,1
88,200,4120,"#Tesla is at its full speed to start rolling out MIC Model3.

Watch out
 for an official announcement
 before X’mas.

$TSLA will rise higher on the MIC delivery news. https://t.co/XVbX98G2Ie",2019-12-12 12:29:46.000000,art,0,0.3,1205117539317112832,0,1
89,202,4121,"RT @sbalatan: $TSLA - Be very defensive when driving near Tesla’s.  The software is not only glitchy, drivers sleep or pull out their lapto…",2019-12-12 12:29:22.000000,DFS NASCAR,4,0.10000000000000002,1205117438947463168,0,-1
90,204,390,"$SPX 🔝 3.141,65 ... 😁 you know I love those #numbers...

#numerology #trading $SPY #stocks #stockmarket https://t.co/9CafbVJKW5",2019-11-26 17:44:12.000000,ᴅᴀx30™,1,0.5,1199398465345855488,0,1
91,206,392,"$VXX Large 1 mil print $16.38 broken up (sneaky) FEAR Bullish above 16.50 Bearish below 16 (Dangerous to trade, but  watch levels for $SPY)",2019-11-26 17:43:39.000000,Stefanie Kammerman/The Stock Whisperer,2,-0.19642857142857145,1199398325142863872,0,1
92,207,393,RT @warrior16win: $SbeS at bottom 🌋ready to erupt to pennyland 🚀 0034  🚀 anything under 0.01 is dirt cheap folks 🔥Check the dd 👉🏼 filings 💥…,2019-11-26 17:41:02.000000,John Borden,17,0.4,1199397670193958913,0,-1
93,209,395,RT @DataTrekMB: We have an update on our “Strong January Playbook” – what happens in years that start with an outsized rally like in 2019.…,2019-11-26 17:40:48.000000,Vito aka The Wall St Intelligencer,3,0.4333333333333333,1199397609552695296,0,-1
94,210,396,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:40:47.000000,Jeff Ney [LTC][BTC],17,0.7000000000000001,1199397604037218304,0,-1
95,211,397,So moved up my $SPY call spreads and shorting against it - not bearish since u never short a dull floating up market but adding to my hedge in place,2019-11-26 17:40:42.000000,IPODave,0,-0.14583333333333334,1199397586286891008,0,-1
96,212,4122,$TSLA Ended the correction from 11/20 peak then turned higher aiming for a break toward $371 - $384 https://t.co/y8qEwmi9NQ #elliottwave #trading https://t.co/IyfVOKk7Ho,2019-12-12 12:29:04.000000,Elliottwave Forecast,0,0.25,1205117363336699904,0,1
97,213,399,"If you are wondering how much higher/lower markets can go in 2019, look at the Dec 31 16 delta strangle.
With a 68% probability markets will trade inside the 16 delta strikes.

Let’s have a look:

1.) $SPY Dec 31 16 delta strangle: https://t.co/M2hNmL7qrL",2019-11-26 17:39:02.000000,Stephan Haller,0,0.2,1199397163920482306,0,1
98,214,401,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:38:41.000000,CREED,17,0.7000000000000001,1199397074992799746,0,-1
99,215,402,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:38:36.000000,boudin,17,0.7000000000000001,1199397054579138560,0,-1
100,216,403,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:38:34.000000,HPAR32,17,0.7000000000000001,1199397047989940224,0,-1
101,218,406,"Some top opening positions so far:
$SPY $PANW $BABA 

#optionsflow #options #stocks https://t.co/n22x1QeJwI",2019-11-26 17:38:08.000000,Cheddar Flow,1,0.3,1199396939697184771,0,1
102,220,408,On the off chance Trump isn't re-elected.. This is the odds on favorite for the next fed chair.  So either way.... rates aren't going anywhere.. $SPY https://t.co/ZSwPlMI8rB,2019-11-26 17:37:45.000000,Frog Capital🌐,0,0.25,1199396842640990209,0,1
103,221,409,"RT @sp3cul8r: Remember that this timeframe we are currently in, until end of year, can get really stretched to the upside for two reasons:…",2019-11-26 17:36:54.000000,Scott Whitlow,2,-0.025,1199396630123835392,0,-1
104,223,411,Not a lot of VOLUME in that DOWN move for $spy,2019-11-26 17:36:48.000000,BQX Capital Δα𝛾,0,-0.1555555555555556,1199396601632088064,0,1
105,224,412,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:36:31.000000,GottahaveFaith,17,0.7000000000000001,1199396532052799489,0,-1
106,225,413,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:36:05.000000,Aronphl,17,0.7000000000000001,1199396422983905280,0,-1
107,226,414,RT @CoreySurles: Sellers pushed the imbalance back to bearish. Advantage to them as prices unfair to buyers above 38... Buyers have to init…,2019-11-26 17:36:04.000000,Corey Surles,1,-0.16666666666666666,1199396420299739137,0,-1
108,227,415,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:35:31.000000,Northerner,17,0.7000000000000001,1199396279471804416,0,-1
109,228,416,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:34:55.000000,$SbeS,17,0.7000000000000001,1199396130729218048,0,-1
110,231,419,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:33:35.000000,Moshu,17,0.7000000000000001,1199395793549086722,0,-1
111,232,420,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:33:31.000000,Craig Carmon,17,0.7000000000000001,1199395777061126145,0,-1
112,234,422,RT @warrior16win: $SbeS huge ask slapping 💎💥 best otc for weeks to come! 004 coming folks 🚀 filings are about to drop 🚀 #banktank MOJO #lon…,2019-11-26 17:33:03.000000,Frost,17,0.7000000000000001,1199395659226451969,0,-1
113,235,423,"RT @CPark0912: $YUM. Flagging now, strong Push over  $99.61 and oh baby. Hear it could be Ackman chatter 😃 $SPY https://t.co/2BOLZbo1mH",2019-11-26 17:32:31.000000,Joe Gambiste,1,0.4333333333333333,1199395525168128003,0,-1
114,237,4129,"RT @cfromhertz: $AAPL 

*CHINA IPHONE SHIPMENTS FELL MEANINGFULLY IN NOV.: CREDIT SUISSE

*IPHONE SHIPMENTS IN CHINA DROPPED 35.4% Y/Y IN N…",2019-12-12 12:54:33.000000,prasanth duvvur,46,0.5,1205123777828442114,0,1
